algorithm,round,status,config,calibration_rmse,calibration_sparsity,heldout_rmse,heldout_sparsity,search_feasible,independently_qualified,critic_layer,critique_applied,xm_collapses_to_fixed_nm,area_um2,power_mw,frequency_mhz,latency_ns,energy_nj,energy_efficiency_queries_per_joule,energy_efficiency_dense_equivalent_tops_per_w,slack_ns,hold_slack_ns,route_drc_violations
rq1_dynax_xm,1,evaluated,"{""n1"": 7, ""n2"": 6, ""t0_quarters"": 4, ""t1_quarters"": 0}",0.04474579932352966,0.18771320662768032,0.05261845557273465,0.187713623046875,True,False,compiler,True,False,125672.76399991395,45.6256233,300,200.0,9.12512466,109587543.97991972,0.010520404222072292,0.5873149,0.00566144,0
rq1_dynax_xm,2,failed,"{""n1"": 7, ""n2"": 6, ""t0_quarters"": 4, ""t1_quarters"": 0}",0.04474579932352966,0.18771320662768032,0.05261845557273465,0.187713623046875,,,,False,False,,,,,,,,,,
rq1_block_nm,1,failed,"{""n"": 7}",0.03358657986150424,0.125,0.03775422390872124,0.125,,,,False,,,,,,,,,,,
rq1_global_topk,1,evaluated,"{""k"": 14}",0.028844295519552907,0.125,0.03496584720160957,0.125,True,,kernel,True,,24802.638000001498,8.65796953,300,283.33333333333337,2.4530913668333336,407648901.1050934,0.03913429450608896,1.01987755,0.00663589,0
rq1_global_topk,2,evaluated,"{""k"": 15}",0.01841944080233416,0.0625,0.020983853519469423,0.0625,True,,uarch,True,,24090.02400000124,8.45907163,300,276.6666666666667,2.340343150966667,427287767.4314363,0.04101962567341788,0.06679213,0.00826555,0
rq1_global_topk,3,evaluated,"{""k"": 15}",0.01841944080233416,0.0625,0.020983853519469423,0.0625,True,,compiler,True,,24108.91000000123,8.44734628,300,276.6666666666667,2.3370991374666668,427880864.77322686,0.041076563018229775,0.06026379,0.00691305,0
rq1_global_topk,4,evaluated,"{""k"": 15}",0.01841944080233416,0.0625,0.020983853519469423,0.0625,False,,compiler,True,,22738.212000000993,7.2126905400000005,300,223.33333333333334,1.6108342206000001,620796347.1421175,0.05959644932564328,0.06358802,0.0085397,2
rq1_global_topk,5,evaluated,"{""k"": 15}",0.01841944080233416,0.0625,0.020983853519469423,0.0625,True,True,stop,False,,19154.926000000534,6.23409264,300,230.0,1.4338413072,697427250.1276981,0.06695301601225902,0.05732481,0.0084481,0
rq1_sanger_threshold,1,failed,"{""threshold_256"": 3}",0.03839193117999572,0.3775889376218323,0.038867556410522336,0.363372802734375,,,,False,,,,,,,,,,,
