algorithm,round,status,error,config,calibration_rmse,calibration_sparsity,selection_worst_rmse,heldout_rmse,heldout_sparsity,search_feasible,independently_qualified,critic_layer,critique_applied,xm_collapses_to_fixed_nm,area_um2,power_mw,frequency_mhz,latency_ns,energy_nj,energy_efficiency_queries_per_joule,energy_efficiency_dense_equivalent_tops_per_w,slack_ns,hold_slack_ns,route_drc_violations
rq1_dynax_xm,1,evaluated,,"{""n1"": 8, ""n2"": 7, ""t0_quarters"": 2, ""t1_quarters"": 0}",0.002363811826138993,0.016355994152046804,0.002363811826138993,,,True,,uarch,False,False,132392.987999922,47.6655699,300,200.0,9.533113980000001,104897518.491644,0.010070161775197822,0.31882253,0.00417,0
rq1_dynax_xm,2,evaluated,,"{""n1"": 8, ""n2"": 7, ""t0_quarters"": 2, ""t1_quarters"": 0}",0.002363811826138993,0.016355994152046804,0.002363811826138993,,,False,,kernel,False,False,133226.36599994043,48.061464,300,200.0,9.612292799999999,104033451.83159631,0.009987211375833246,-0.0729401,0.00615974,0
rq1_dynax_xm,3,candidate_failed,Compiler/UArch build budget exhausted; see compiler_feedback.json,"{""n1"": 7, ""n2"": 4, ""t0_quarters"": 2, ""t1_quarters"": 0}",0.036554734741143735,0.1740679824561403,0.03834101435890423,,,,,compiler,False,False,,,,,,,,,,
rq1_dynax_xm,4,evaluated,,"{""n1"": 8, ""n2"": 7, ""t0_quarters"": 2, ""t1_quarters"": 0}",0.002363811826138993,0.016355994152046804,0.002363811826138993,,,True,,kernel,False,False,132392.987999922,47.6655699,300,200.0,9.533113980000001,104897518.491644,0.010070161775197822,0.31882253,0.00417,0
