round,status,ppa_backend,complete,feasible,cases,cycles,frequency_mhz,latency_ns,area_um2,power_mw,energy_nj,energy_efficiency_queries_per_joule,slack_ns,hold_slack_ns,route_drc_violations,quality_loss,critic_layer,critique_applied
1,evaluated,hammer_openroad,True,True,100,26.0,100,260.0,37813.49599999643,4.01534094,1.0439886444,957864824.836978,5.80800819,0.00817429,0,0.13973321024672453,uarch,True
2,evaluated,hammer_openroad,True,True,100,17.0,100,170.0,34272.76999999964,3.4166022700000003,0.5808223859,1721696725.6702287,5.98842907,0.00933106,0,0.13973321024672453,stop,False
