round,status,ppa_backend,complete,feasible,cases,cycles,frequency_mhz,latency_ns,area_um2,power_mw,energy_nj,energy_efficiency_queries_per_joule,slack_ns,hold_slack_ns,route_drc_violations,quality_loss,critic_layer,critique_applied
1,evaluated,hammer_openroad,True,True,100,27.0,100,270.0,46633.257999995665,5.39067667,1.4554827009000002,687057289.9160178,5.18562031,0.00784237,0,0.10570359105224009,compiler,True
2,evaluated,hammer_openroad,True,True,100,18.0,100,180.0,44256.015999992844,4.93521709,0.8883390762,1125696287.3654573,6.70438862,0.00819567,0,0.10570359105224009,compiler,False
